Country,Prefix
Estonia (Mobile C) Tele1,37255651673
Estonia (Mobile C) Tele0,37255651694
Estonia (Mobile C) Tele1,37255651715
Estonia (Mobile C) Tele2,37255651716
Estonia (Mobile C) Tele2,37255651724
Estonia (Mobile C) Tele2,37255651738
Estonia (Mobile C) Tele2,37255651740
Estonia (Mobile C) Tele2,37255651766
Estonia (Mobile C) Tele2,37255652937
Estonia (Mobile C) Tele2,37255652939
Estonia (Mobile C) Tele2,37255652941
Estonia (Mobile C) Tele2,37255652947
Estonia (Mobile C) Tele2,37255652948
Estonia (Mobile C) Tele2,37255652951
Estonia (Mobile C) Tele2,37255652970
Estonia (Mobile C) Tele2,37255652978
Estonia (Mobile C) Tele2,37255652981
Estonia (Mobile C) Tele2,37255652987
Estonia (Mobile C) Tele2,37255653851
Estonia (Mobile C) Tele2,37255653858
Estonia (Mobile C) Tele2,37255653864
Estonia (Mobile C) Tele2,37255653865
Estonia (Mobile C) Tele2,37255653870
Estonia (Mobile C) Tele2,37255653873
Estonia (Mobile C) Tele2,37255653898
Estonia (Mobile C) Tele2,37255653906
Estonia (Mobile C) Tele2,37255653910
Estonia (Mobile C) Tele2,37255653917
Estonia (Mobile C) Tele2,37255657628
Estonia (Mobile C) Tele2,37255657730
Estonia (Mobile C) Tele2,37255657928
Estonia (Mobile C) Tele2,37255659259
Estonia (Mobile C) Tele2,37255661940
Estonia (Mobile C) Tele2,37255663874
Estonia (Mobile C) Tele2,37255663957
Estonia (Mobile C) Tele2,37255664003
Estonia (Mobile C) Tele2,37255665942
Estonia (Mobile C) Tele2,37255669523
Estonia (Mobile C) Tele2,37255669724
Estonia (Mobile C) Tele2,37255670064
Estonia (Mobile C) Tele2,37255670125
Estonia (Mobile C) Tele2,37255671004
Estonia (Mobile C) Tele2,37255671021
Estonia (Mobile C) Tele2,37255671042
Estonia (Mobile C) Tele2,37255671538
Estonia (Mobile C) Tele2,37255671649
Estonia (Mobile C) Tele2,37255671793
Estonia (Mobile C) Tele4,37255671826
Estonia (Mobile C) Tele3,37255672020
Estonia (Mobile C) Tele2,37255672387
Estonia (Mobile C) Tele1,37255672412
Estonia (Mobile C) Tele0,37255672683
Estonia (Mobile C) Tele1,37255673988
Estonia (Mobile C) Tele2,37255674160
Estonia (Mobile C) Tele2,37255674610
Estonia (Mobile C) Tele2,37255675103
Estonia (Mobile C) Tele2,37255675133
Estonia (Mobile C) Tele2,37255676501
Estonia (Mobile C) Tele2,37255676662
Estonia (Mobile C) Tele2,37255679221
Estonia (Mobile C) Tele2,37255680474
Estonia (Mobile C) Tele2,37255680541
Estonia (Mobile C) Tele2,37255680566
Estonia (Mobile C) Tele2,37255680721
Estonia (Mobile C) Tele2,37255681057
Estonia (Mobile C) Tele2,37255681936
Estonia (Mobile C) Tele2,37255682022
Estonia (Mobile C) Tele2,37255682039
Estonia (Mobile C) Tele2,37255682429
Estonia (Mobile C) Tele2,37255683007
Estonia (Mobile C) Tele2,37255684003
Estonia (Mobile C) Tele2,37255684983
Estonia (Mobile C) Tele2,37255685958
Estonia (Mobile C) Tele2,37255685992
Estonia (Mobile C) Tele2,37255686023
Estonia (Mobile C) Tele2,37255686031
Estonia (Mobile C) Tele2,37255686975
Estonia (Mobile C) Tele2,37255687403
Estonia (Mobile C) Tele2,37255687973
Estonia (Mobile C) Tele2,37255689030
Estonia (Mobile C) Tele2,37255689080
Estonia (Mobile C) Tele2,37255691801
Estonia (Mobile C) Tele2,37255692491
Estonia (Mobile C) Tele2,37255692640
Estonia (Mobile C) Tele2,37255693626
Estonia (Mobile C) Tele2,37255693750
Estonia (Mobile C) Tele2,37255693805
Estonia (Mobile C) Tele2,37255694654
Estonia (Mobile C) Tele2,37255694767
Estonia (Mobile C) Tele2,37255694806
Estonia (Mobile C) Tele2,37255694888
Estonia (Mobile C) Tele2,37255694889
Estonia (Mobile C) Tele2,37255694950
Estonia (Mobile C) Tele2,37255695352
Estonia (Mobile C) Tele2,37255695783
Estonia (Mobile C) Tele4,37255695916
Estonia (Mobile C) Tele3,37255696728
Estonia (Mobile C) Tele2,37255696995
Estonia (Mobile C) Tele1,37255697109
Estonia (Mobile C) Tele0,37255697681
Estonia (Mobile C) Tele1,37255697842
Estonia (Mobile C) Tele2,37255697948
Estonia (Mobile C) Tele2,37255698719
Estonia (Mobile C) Tele2,37255698983
Estonia (Mobile C) Tele2,37255699680
Estonia (Mobile C) Tele2,37255900026
Estonia (Mobile C) Tele2,37255900061
Estonia (Mobile C) Tele2,37255900072
Estonia (Mobile C) Tele2,37255900082
Estonia (Mobile C) Tele2,37255900084
Estonia (Mobile C) Tele2,37255900208
Estonia (Mobile C) Tele2,37255900260
Estonia (Mobile C) Tele2,37255901155
Estonia (Mobile C) Tele2,37255901869
Estonia (Mobile C) Tele2,37255902250
Estonia (Mobile C) Tele2,37255903326
Estonia (Mobile C) Tele2,37255910318
Estonia (Mobile C) Tele2,37255910428
Estonia (Mobile C) Tele2,37255913637
Estonia (Mobile C) Tele2,37255920285
Estonia (Mobile C) Tele2,37255920304
Estonia (Mobile C) Tele2,37255928923
Estonia (Mobile C) Tele2,37255929318
Estonia (Mobile C) Tele2,37258404015
Estonia (Mobile C) Tele2,37258404022
Estonia (Mobile C) Tele2,37258404032
Estonia (Mobile C) Tele2,37258404047
Estonia (Mobile C) Tele2,37258404057
Estonia (Mobile C) Tele2,37258404074
Estonia (Mobile C) Tele2,37258404078
Estonia (Mobile C) Tele2,37258404082
Estonia (Mobile C) Tele2,37258404086
Estonia (Mobile C) Tele2,37258404096
Estonia (Mobile C) Tele2,37258404103
Estonia (Mobile C) Tele2,37258404115
Estonia (Mobile C) Tele2,37258404118
Estonia (Mobile C) Tele2,37258404119
Estonia (Mobile C) Tele2,37258404124
Estonia (Mobile C) Tele2,37258404128
Estonia (Mobile C) Tele2,37258404131
Estonia (Mobile C) Tele2,37258404136
Estonia (Mobile C) Tele2,37258404138
Estonia (Mobile C) Tele2,37258404144
Estonia (Mobile C) Tele4,37258404145
Estonia (Mobile C) Tele3,37258404165
Estonia (Mobile C) Tele2,37258404171
Estonia (Mobile C) Tele1,37258404173
Estonia (Mobile C) Tele0,37258404194
Estonia (Mobile C) Tele1,37258404198
Estonia (Mobile C) Tele2,37258404214
Estonia (Mobile C) Tele2,37258404230
Estonia (Mobile C) Tele2,37258404245
Estonia (Mobile C) Tele2,37258404257
Estonia (Mobile C) Tele2,37258404266
Estonia (Mobile C) Tele2,37258404268
Estonia (Mobile C) Tele2,37258404282
Estonia (Mobile C) Tele2,37258404290
Estonia (Mobile C) Tele2,37258404297
Estonia (Mobile C) Tele2,37258404306
Estonia (Mobile C) Tele2,37258404317
Estonia (Mobile C) Tele2,37258404324
Estonia (Mobile C) Tele2,37258404332
Estonia (Mobile C) Tele2,37258404348
Estonia (Mobile C) Tele2,37258404354
Estonia (Mobile C) Tele2,37258404358
Estonia (Mobile C) Tele2,37258404382
Estonia (Mobile C) Tele2,37258404390
Estonia (Mobile C) Tele2,37258404396
Estonia (Mobile C) Tele2,37258404423
Estonia (Mobile C) Tele2,37258404429
Estonia (Mobile C) Tele2,37258404435
Estonia (Mobile C) Tele2,37258404449
Estonia (Mobile C) Tele2,37258404450
Estonia (Mobile C) Tele2,37258404559
Estonia (Mobile C) Tele2,37258404734
Estonia (Mobile D),37281
Estonia (Mobile D),372531
Estonia (Mobile D),372599
Estonia (Mobile D),3725320
Estonia (Mobile D),3725321
Estonia (Mobile D),3725325
Estonia (Mobile D),3725327
Estonia (Mobile D),3725338
Estonia (Mobile D),3725339
Estonia (Mobile D),3725369
Estonia (Mobile D),3725746
Estonia (Mobile D),3725896
Estonia (Mobile D),3725995
Estonia (Mobile D),3728123
Estonia (Mobile D),37253133
Estonia (Mobile D),37253125
Estonia (Mobile D),37253151
Estonia (Mobile D),37253158
Estonia (Mobile D),37253215
Estonia (Mobile D),37253370
Estonia (Mobile D),37253371
Estonia (Mobile D),37253372
Estonia (Mobile D),37253373
Estonia (Mobile D),37253374
Estonia (Mobile D),37253376
Estonia (Mobile D),37253377
Estonia (Mobile D),37253378
Estonia (Mobile D),37253379
Estonia (Mobile D),37257466
Estonia (Mobile D),37257469
Estonia (Mobile D),37259121
Estonia (Mobile D),37281102
Estonia (Mobile D),37281103
Estonia (Mobile D),37281104
Estonia (Mobile D),37281105
Estonia (Mobile D),37281106
Estonia (Mobile D),37281133
Estonia (Mobile D),37281206
Estonia (Mobile D),37281800
Estonia (Mobile D),37282010
Estonia (Mobile D),37282500
Estonia (Mobile D),37282501
Estonia (Mobile D),37282542
Estonia (Mobile D),372531025
Estonia (Mobile D),372531036
Estonia (Mobile D),372531040
Estonia (Mobile D),372531046
Estonia (Mobile D),372531050
Estonia (Mobile D),372531083
Estonia (Mobile D),372531201
Estonia (Mobile D),372531597
Estonia (Mobile D),372532164
Estonia (Mobile D),372599956
Estonia (Mobile D),372599957
Estonia (Mobile D),372599958
Estonia (Mobile D),372811003
Estonia (Mobile D),372811007
Estonia (Mobile D),372818470
Estonia (Mobile D),372818471
Estonia (Mobile D),372818472
Estonia (Mobile D),372818473
Estonia (Mobile D),372818474
Estonia (Mobile D),3725310552
Estonia (Mobile D),3725310538
Estonia (Mobile D),3725310553
Estonia (Mobile D),3725310702
Estonia (Mobile D),3725310859
Estonia (Mobile D),3725312009
Estonia (Mobile D),3725312076
Estonia (Mobile D),3725312917
Estonia (Mobile D),3725312919
Estonia (Mobile D),3725312974
Estonia (Mobile D),3725315945
Estonia (Mobile D),3725315946
Estonia (Mobile D),3725315991
Estonia (Mobile D),3725315992
Estonia (Mobile D),3725315994
Estonia (Mobile D),3725315997
Estonia (Mobile D),3725321622
Estonia (Mobile D),3725321623
Estonia (Mobile D),3725321639
Estonia (Mobile D),3725999568
Estonia (Mobile D),3725999569
Estonia (Mobile D),3725999580
Estonia (Mobile D),3725999581
Estonia (Mobile D),3725999582
Estonia (Mobile D),3725999583
Estonia (Mobile D),3725999584
Estonia (Mobile D),3725999585
Estonia (Mobile D),3725999586
Estonia (Mobile D),3725999587
Estonia (Mobile D),3725999588
Estonia (Mobile D),3725999596
Estonia (Mobile D),3725999597
Estonia (Mobile D),3728110003
Estonia (Mobile D),3728110016
Estonia (Mobile D),3728110021
Estonia (Mobile D),3728110022
Estonia (Mobile D),3728110023
Estonia (Mobile D),3728110024
Estonia (Mobile D),3728110025
Estonia (Mobile D),3728110026
Estonia (Mobile D),3728110027
Estonia (Mobile D),3728110028
Estonia (Mobile D),3728110029
Estonia (Mobile D),3728110050
Estonia (Mobile D),3728110051
Estonia (Mobile D),3728110052
Estonia (Mobile D),3728110053
Estonia (Mobile D),3728110054
Estonia (Mobile D),3728110055
Estonia (Mobile D),3728110057
Estonia (Mobile D),3728110069
Estonia (Mobile D),3728110097
Estonia (Mobile D),3728110109
Estonia (Mobile D),3728110110
Estonia (Mobile D),3728110111
Estonia (Mobile D),3728110113
Estonia (Mobile D),3728110140
Estonia (Mobile D),3728110141
Estonia (Mobile D),3728110186
Estonia (Mobile D),3728201613
Estonia (Mobile D),3728201614
Estonia (Mobile D),3728201619
Estonia (Mobile D),3728201620
Estonia (Mobile D),3728201625
Estonia (Mobile D),3728201631
Estonia (Mobile D),3728201634
Estonia (Mobile D),3728201637
Estonia (Mobile D),3728201639
Estonia (Mobile D),3728201640
Estonia (Mobile D),3728201645
Estonia (Mobile D),3728201647
Estonia (Mobile D),3728201648
Estonia (Mobile D),3728201650
Estonia (Mobile D),3728201651
Estonia (Mobile D),3728201653
Estonia (Mobile D),3728201655
Estonia (Mobile D),3728201656
Estonia (Mobile D),3728201658
Estonia (Mobile D),3728201662
Estonia (Mobile D),3728201669
Estonia (Mobile D),3728201670
Estonia (Mobile D),3728201673
Estonia (Mobile D),3728201674
Estonia (Mobile D),3728201676
Estonia (Mobile D),3728201677
Estonia (Mobile D),3728201678
Estonia (Mobile D),3728201682
Estonia (Mobile D),3728201684
Estonia (Mobile D),3728201685
Estonia (Mobile D),3728201686
Estonia (Mobile D),3728201687
Estonia (Mobile D),3728201692
Estonia (Mobile D),3728201697
Estonia (Mobile D),3728201699
Estonia (Mobile D),37253101220
Estonia (Mobile D),37253101230
Estonia (Mobile D),37253102240
Estonia (Mobile D),37253101193
Estonia (Mobile D),37253103386
Estonia (Mobile D),37253106649
Estonia (Mobile D),37253108669
Estonia (Mobile D),37253110667
Estonia (Mobile D),37253126885
Estonia (Mobile D),37253128375
Estonia (Mobile D),37253129629
Estonia (Mobile D),37253130980
Estonia (Mobile D),37253137157
Estonia (Mobile D),37253139643
Estonia (Mobile D),37253141549
Estonia (Mobile D),37253154164
Estonia (Mobile D),37253155891
Estonia (Mobile D),37253159434
Estonia (Mobile D),37253159436
Estonia (Mobile D),37253159989
Estonia (Mobile D),37253216070
Estonia (Mobile D),37253216117
Estonia (Mobile D),37253216389
Estonia (Mobile D),37253258615
Estonia (Mobile D),37253258863
Estonia (Mobile D),37259995335
Estonia (Mobile D),37259995414
Estonia (Mobile D),37259995417
Estonia (Mobile D),37281100400
Estonia (Mobile D),37281100920
Estonia (Mobile D),37281101019
Estonia (Mobile D),37281101087
Estonia (Mobile D),37281101427
Estonia (Mobile D),37281101442
Estonia (Mobile D),37281101450
Estonia (Mobile D),37281101508
Estonia (Mobile D),37281101850
Estonia (Mobile D),37281101872
Estonia (Mobile D),37281101889
Estonia (Mobile D),37281101895
Estonia (Mobile D),37281101897
Estonia (Mobile D),37281300300
Estonia (Mobile D),37281400400
Estonia (Mobile D),37281404149
Estonia (Mobile D),37281404238
Estonia (Mobile D),37281600600
Estonia (Mobile D),37281828384
Estonia (Mobile D),37281847582
Estonia (Mobile D),37281847834
Estonia (Mobile D),3.73E+11
Estonia (Mobile D),3.73E+11
Falkland Islands,500
Falkland Islands,5005
Falkland Islands,5006
Fiji Islands,679
Fiji Islands,6792
Fiji Islands,6798
Fiji Islands,67920
Fiji Islands,67921
Fiji Islands,67922
Fiji Islands,67923
Fiji Islands,67924
Fiji Islands,67925
Fiji Islands,67926
Fiji Islands,67927
Fiji Islands,67928
Fiji Islands,67929
Fiji Islands,67945
Fiji Islands (Mobile A),6799
Fiji Islands (Mobile A),67980
Fiji Islands (Mobile A),67983
Fiji Islands (Mobile A),67984
Fiji Islands (Mobile A),67986
Fiji Islands (Mobile A),67987
Fiji Islands (Mobile A),67989
Fiji Islands (Mobile B) DIGICEL,6795
Fiji Islands (Mobile B) DIGICEL,6797
Fiji Islands (Mobile B) DIGICEL,67950
Fiji Islands (Mobile B) DIGICEL,67951
Fiji Islands (Mobile B) DIGICEL,67958
Fiji Islands (Mobile B) DIGICEL,67970
Fiji Islands (Mobile B) DIGICEL,67971
Fiji Islands (Mobile B) DIGICEL,67972
Fiji Islands (Mobile B) DIGICEL,67973
Fiji Islands (Mobile B) DIGICEL,67974
Fiji Islands (Mobile B) DIGICEL,67975
Fiji Islands (Mobile B) DIGICEL,67976
Fiji Islands (Mobile B) DIGICEL,67977
Fiji Islands (Mobile B) DIGICEL,67978
Fiji Islands (Mobile B) DIGICEL,67979
French Polynesia,68988
French Polynesia (Mobile A),68987
French Polynesia (Mobile A),68989
Gabon Republic,241
Gabon Republic,2410
Gabon Republic (Mobile A),2413
Gabon Republic (Mobile A),2415
Gabon Republic (Mobile A),24103
Gabon Republic (Mobile A),24105
Gabon Republic (Mobile A),241575
Gabon Republic (Mobile B) Zain,2414
Gabon Republic (Mobile B) Zain,2417
Gabon Republic (Mobile B) Zain,24104
Gabon Republic (Mobile B) Zain,24107
Gabon Republic (Mobile B) Zain,24174
Gabon Republic (Mobile B) Zain,24177
Gabon Republic (Mobile C) Libertis,2412
Gabon Republic (Mobile C) Libertis,2416
Gabon Republic (Mobile C) Libertis,24102
Gabon Republic (Mobile C) Libertis,24106
Gabon Republic (Mobile C) Libertis,24160
Gabon Republic (Mobile C) Libertis,24161
Gabon Republic (Mobile C) Libertis,24162
Gabon Republic (Mobile C) Libertis,24165
Gabon Republic (Mobile C) Libertis,24166
Gabon Republic (Mobile C) Libertis,241600
Gabon Republic (Mobile C) Libertis,241601
Gabon Republic (Mobile C) Libertis,241602
Gabon Republic (Mobile C) Libertis,2416030
Gabon Republic (Mobile C) Libertis,2416031
Gabon Republic (Mobile C) Libertis,2416032
Gabon Republic (Mobile C) Libertis,2416033
Gabon Republic (Mobile C) Libertis,2416034
Gabon Republic (Mobile C) Libertis,2416035
Gabon Republic (Mobile C) Libertis,2416100
Gabon Republic (Mobile C) Libertis,2416575
Gambia,220
Gambia,2205
Gambia,22050
Gambia,22051
Gambia,22052
Gambia,22053
Gambia,22058
Gambia,22059
Gambia,220422
Gambia,220425
Gambia (Mobile A),2202
Gambia (Mobile A),2203
Gambia (Mobile A),2206
Gambia (Mobile A),2207
Gambia (Mobile A),2208
Gambia (Mobile A),2209
Gambia (Mobile A),22020
Gambia (Mobile A),22021
Gambia (Mobile A),22022
Gambia (Mobile A),22023
Gambia (Mobile A),22024
Gambia (Mobile A),22025
Gambia (Mobile A),22026
Gambia (Mobile A),22027
Gambia (Mobile A),22028
Gambia (Mobile A),22029
Gambia (Mobile A),22080
Gambia (Mobile A),22081
Gambia (Mobile A),22082
Gambia (Mobile A),22083
Gambia (Mobile A),22084
Gambia (Mobile A),2203564
Gambia (Mobile A),2209779
Georgia (Mobile A),995514
Georgia (Mobile A),995544
Georgia (Mobile A),995551
Georgia (Mobile A),995555
Georgia (Mobile A),995557
Georgia (Mobile A),995558
Georgia (Mobile A),995568
Georgia (Mobile A),995570
Georgia (Mobile A),995571
Georgia (Mobile A),995574
Georgia (Mobile A),995577
Georgia (Mobile A),995579
Georgia (Mobile A),995591
Georgia (Mobile A),995592
Georgia (Mobile A),995593
Georgia (Mobile A),995595
Georgia (Mobile A),995596
Georgia (Mobile A),995597
Georgia (Mobile A),995598
Georgia (Mobile A),995599
Georgia (Mobile A),9955111
Georgia (Mobile A),99550050
Georgia (Mobile A),99554400
Georgia (Mobile A),99554444
Georgia (Mobile A),99558888
Georgia (Mobile A),995500500
Georgia (Mobile A),995500501
Georgia (Mobile A),995500502
Georgia (Mobile A),995500503
Georgia (Mobile A),995500504
Georgia (Mobile A),995505555
Georgia (Mobile A),995505556
Georgia (Mobile A),995505557
Georgia (Mobile A),995505558
Georgia (Mobile A),995505559
Georgia (Mobile A),995522220
Georgia (Mobile A),995522221
Georgia (Mobile A),995522222
Georgia (Mobile A),995522223
Georgia (Mobile A),995522224
Georgia (Mobile A),995533330
Georgia (Mobile A),995533331
Georgia (Mobile A),995533332
Georgia (Mobile A),995533333
Georgia (Mobile A),995533334
Georgia (Mobile A),995575000
Georgia (Mobile A),995575001
Georgia (Mobile A),995575002
Georgia (Mobile A),995575003
Georgia (Mobile A),995575004
Georgia (Mobile A),995575777
Georgia (Mobile A),995575778
Georgia (Mobile A),995575779
Georgia (Mobile A),995575780
Georgia (Mobile A),995575781
Georgia (Mobile A),995585888
Georgia (Mobile A),995585889
Georgia (Mobile A),995585890
Georgia (Mobile A),995585891
Georgia (Mobile A),995585892
Ghana,233
Ghana,2332
Ghana,2333
Ghana,2335
Ghana,23321
Ghana,23325
Ghana,23330
Ghana,23356
Ghana,23359
Ghana,233255
Ghana,233300
Ghana,233301
Ghana,233302
Ghana,233303
Ghana,233304
Ghana,233305
Ghana,233306
Ghana,233307
Ghana,233308
Ghana,233309
Ghana,233310
Ghana,233311
Ghana,233312
Ghana,233313
Ghana,233314
Ghana,233315
Ghana,233316
Ghana,233317
Ghana,233318
Ghana,233319
Ghana,233320
Ghana,233321
Ghana,233322
Ghana,233323
Ghana,233324
Ghana,233325
Ghana,233326
Ghana,233327
Ghana,233328
Ghana,233329
Ghana,233330
Ghana,233331
Ghana,233332
Ghana,233333
Ghana,233334
Ghana,233335
Ghana,233336
Ghana,233337
Ghana,233338
Ghana,233339
Ghana,233340
Ghana,233341
Ghana,233342
Ghana,233343
Ghana,233344
Ghana,233345
Ghana,233346
Ghana,233347
Ghana,233348
Ghana,233349
Ghana,233350
Ghana,233351
Ghana,233352
Ghana,233353
Ghana,233354
Ghana,233355
Ghana,233356
Ghana,233357
Ghana,233358
Ghana,233359
Ghana,233360
Ghana,233361
Ghana,233362
Ghana,233363
Ghana,233364
Ghana,233365
Ghana,233366
Ghana,233367
Ghana,233368
Ghana,233369
Ghana,233370
Ghana,233371
Ghana,233372
Ghana,233373
Ghana,233374
Ghana,233375
Ghana,233376
Ghana,233377
Ghana,233378
Ghana,233379
Ghana,233380
Ghana,233381
Ghana,233382
Ghana,233383
Ghana,233384
Ghana,233385
Ghana,233386
Ghana,233387
Ghana,233388
Ghana,233389
Ghana,233390
Ghana,233391
Ghana,233392
Ghana,233393
Ghana,233394
Ghana,233395
Ghana,233396
Ghana,233397
Ghana,233398
Ghana,233399
Ghana,233591
Ghana,233592
Ghana,233593
Ghana,233594
Ghana,233595
Ghana,233596
Ghana,2332540
Ghana (Mobile A),23323
Ghana (Mobile A),23326
Ghana (Mobile A),23327
Ghana (Mobile A),23329
Ghana (Mobile A),23357
Ghana (Mobile A),233560
Ghana (Mobile A),233561
Ghana (Mobile A),23323515
Ghana (Mobile A),23323516
Ghana (Mobile A),23323517
Ghana (Mobile A),23323518
Ghana (Mobile A),233235143
Ghana (Mobile A),233235144
Ghana (Mobile A),233235145
Ghana (Mobile A),233235146
Ghana (Mobile A),233235147
Ghana (Mobile A),233235148
Ghana (Mobile A),233235149
Ghana (Mobile A),233235190
Ghana (Mobile A),2332351429
Ghana (Mobile A),23323519200
Ghana (Mobile B) MTN,23324
Ghana (Mobile B) MTN,23354
Ghana (Mobile B) MTN,23355
Ghana (Mobile B) MTN,233553
Ghana (Mobile B) MTN,233554
Ghana (Mobile B) MTN,233555
Ghana (Mobile B) MTN,233556
Ghana (Mobile B) MTN,233557
Ghana (Mobile B) MTN,233558
Global Mobile Satellite System,881
Global Mobile Satellite System,8812
Global Mobile Satellite System,8813
Global Mobile Satellite System,8817
Global Mobile Satellite System,8818
Global Mobile Satellite System,8819
Global Mobile Satellite System,881820
Global Mobile Satellite System,881841
Global Mobile Satellite System,881890
Global Mobile Satellite System,881898
Global Mobile Satellite System,881920
Global Mobile Satellite System,881990
Global Mobile Satellite System,881998
Global Mobile Satellite System,8818213
Global Mobile Satellite System,8818218
Global Mobile Satellite System,8818311
Global Mobile Satellite System,8818355
Global Mobile Satellite System,8818357
Global Mobile Satellite System,8818358
Global Mobile Satellite System,8818359
Global Mobile Satellite System,8818370
Global Mobile Satellite System,8818371
Global Mobile Satellite System,8818372
Global Mobile Satellite System,8818373
Global Mobile Satellite System,8818375
Global Mobile Satellite System,8818380
Global Mobile Satellite System,8818381
Global Mobile Satellite System,8818382
Global Mobile Satellite System,8818389
Global Mobile Satellite System,8818491
Global Mobile Satellite System,8818961
Global Mobile Satellite System,8818962
Global Mobile Satellite System,8818963
Global Mobile Satellite System,8818964
Global Mobile Satellite System,8818965
Global Mobile Satellite System,8818966
Global Mobile Satellite System,8818967
Global Mobile Satellite System,8818968
Global Mobile Satellite System,8818970
Global Mobile Satellite System,8818971
Global Mobile Satellite System,8818972
Global Mobile Satellite System,8818973
Global Mobile Satellite System,8818974
Global Mobile Satellite System,8819213
Global Mobile Satellite System,8819218
Global Mobile Satellite System,8819311
Global Mobile Satellite System,8819355
Global Mobile Satellite System,8819357
Global Mobile Satellite System,8819358
Global Mobile Satellite System,8819359
Global Mobile Satellite System,8819370
Global Mobile Satellite System,8819371
Global Mobile Satellite System,8819372
Global Mobile Satellite System,8819373
Global Mobile Satellite System,8819375
Global Mobile Satellite System,8819380
Global Mobile Satellite System,8819381
Global Mobile Satellite System,8819382
Global Mobile Satellite System,8819389
Global Mobile Satellite System,8819491
Global Mobile Satellite System,8819961
Global Mobile Satellite System,8819962
Global Mobile Satellite System,8819963
Global Mobile Satellite System,8819964
Global Mobile Satellite System,8819965
Global Mobile Satellite System,8819966
Global Mobile Satellite System,8819967
Global Mobile Satellite System,8819968
Global Mobile Satellite System,8819970
Global Mobile Satellite System,8819971
Global Mobile Satellite System,8819972
Global Mobile Satellite System,8819973
Global Mobile Satellite System,8819974
Grenada (Mobile A),1473414
Grenada (Mobile A),1473415
Grenada (Mobile A),1473416
Grenada (Mobile A),1473417
Grenada (Mobile A),1473418
Grenada (Mobile A),1473419
Grenada (Mobile A),1473420
Grenada (Mobile A),1473421
Grenada (Mobile A),1473422
Grenada (Mobile A),1473423
Grenada (Mobile A),1473424
Grenada (Mobile A),1473425
Grenada (Mobile A),1473533
Grenada (Mobile A),1473534
Grenada (Mobile A),1473535
Grenada (Mobile A),1473536
Grenada (Mobile A),1473537
Grenada (Mobile A),1473538
Grenada (Mobile A),14734054
Grenada (Mobile A),1473405007
Grenada (Mobile A),1473405008
Grenada (Mobile A),1473405009
Grenada (Mobile A),1473405500
Grenada (Mobile A),14734050030
Grenada (Mobile A),14734050034
Grenada (Mobile A),14734050064
Grenada (Mobile A),14734050067
Grenada (Mobile A),14734050068
Grenada (Mobile A),14734050069
Grenada (Mobile A),14734051103
Grenada (Mobile A),14734051161
Grenada (Mobile A),14734051235
Grenada (Mobile A),14734051389
Grenada (Mobile A),14734051847
Grenada (Mobile A),14734052841
Grenada (Mobile A),14734052864
Grenada (Mobile A),14734052872
Grenada (Mobile A),14734052934
Grenada (Mobile A),14734052952
Grenada (Mobile A),14734052961
Grenada (Mobile A),14734052972
Grenada (Mobile A),14734053563
Grenada (Mobile A),14734053683
Grenada (Mobile A),14734057300
Grenada (Mobile A),14734070937
Grenada (Mobile A),14734070996
Grenada (Mobile A),14734071033
Grenada (Mobile A),14734072539
Grenada (Mobile A),14734072571
Grenada (Mobile A),14734560237
Grenada (Mobile A),14734560494
Grenada (Mobile A),14734560561
Grenada (Mobile A),14734560726
Grenada (Mobile A),14734560805
Grenada (Mobile A),14734564167
Grenada (Mobile A),14735209778
Grenada (Mobile A),14735209779
Guinea,224
Guinea,2246
Guinea,2247
Guinea,22430
Guinea,22455
Guinea,22463
Guinea,22470
Guinea,22478
Guinea,22479
Guinea,22430441
Guinea,22430446
Guinea,22430447
Guinea,224309196
Guinea,224309648
Guinea,2243044008
Guinea,22430186640
Guinea,22430189167
Guinea (Mobile A),22460
Guinea (Mobile A),22461
Guinea (Mobile A),22462
Guinea (Mobile A),22468
Guinea (Mobile A),22472
Guinea (Mobile A),224610
Guinea (Mobile A),224630
Guinea (Mobile A),224631
Guinea (Mobile A),224632
Guinea (Mobile A),224633
Guinea (Mobile A),224634
Guinea (Mobile A),224635
Guinea (Mobile A),224636
Guinea (Mobile A),224638
Guinea (Mobile A),224639
Guinea (Mobile A),224722
Guinea (Mobile A),224725
Guinea (Mobile A),224726
Guinea (Mobile A),224727
Guinea (Mobile A),224728
Guinea (Mobile A),224729
Guinea (Mobile A),2246370
Guinea (Mobile A),2246371
Guinea (Mobile A),2246373
Guinea (Mobile A),2246374
Guinea (Mobile A),2246375
Guinea (Mobile A),2246376
Guinea (Mobile A),2246377
Guinea (Mobile A),2246378
Guinea (Mobile A),2246379
Guinea (Mobile A),22463720
Guinea (Mobile A),22463721
Guinea (Mobile A),22463722
Guinea (Mobile A),22463723
Guinea (Mobile A),22463724
Guinea (Mobile A),22463725
Guinea (Mobile A),22463726
Guinea (Mobile A),22463728
Guinea (Mobile A),22463729
Guinea (Mobile A),224637270
Guinea (Mobile A),224637271
Guinea (Mobile A),224637272
Guinea (Mobile A),224637273
Guinea (Mobile A),224637274
Guinea (Mobile A),224637276
Guinea (Mobile A),224637277
Guinea (Mobile A),224637278
Guinea (Mobile A),224637279
Guinea (Mobile B) MTN,22424
Guinea (Mobile B) MTN,22464
Guinea (Mobile B) MTN,22466
Guinea (Mobile B) MTN,22469
Guinea (Mobile B) MTN,224660
